location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,Deaths,DALYs (Disability-Adjusted Life Years)
525,Arizona,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,11.921733555797562,884.6670679064791
525,Arizona,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,93.38870371252968,6576.159841911214
525,Arizona,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,18.92959031841788,1332.9664801751508
525,Arizona,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,343.1695156108383,16901.940844971443
525,Arizona,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,17.638390933482444,467.93130142403066
525,Arizona,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,346.8298468904675,22177.30198993386
525,Arizona,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,15.508842324247533,991.6801648496122
525,Arizona,3,Both,234,75 plus,689,Road injuries,1,Number,2016,108.52869393326762,3235.296422563997
525,Arizona,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,23.465039481345134,443.11257534344185
558,Ohio,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,102.90440939941074,7582.639488468248
558,Ohio,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,13.202105468550585,972.8135736944207
558,Ohio,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,136.99925890689886,9622.904869838703
558,Ohio,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,17.803021070801968,1250.4941962969597
558,Ohio,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,502.7970847009984,25043.5335644616
558,Ohio,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,14.39404177116902,382.0188801848468
558,Ohio,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,493.50982497345075,31650.79973360693
558,Ohio,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,13.749246099518423,881.7952809902938
558,Ohio,3,Both,234,75 plus,689,Road injuries,1,Number,2016,179.39062245358778,4882.958532217764
558,Ohio,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,22.32270434592401,378.87733667337096
544,Massachusetts,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,33.91676718597921,2541.310330086914
544,Massachusetts,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,8.102314346089859,607.0889667173644
544,Massachusetts,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,57.1736193980681,4082.705644881154
544,Massachusetts,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,12.520392824545317,894.0675612121192
544,Massachusetts,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,165.72040670909246,10296.401201232895
544,Massachusetts,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,8.180730797108515,272.0328610916259
544,Massachusetts,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,167.00636324829424,12215.39814788465
544,Massachusetts,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,7.583546226842119,554.6856702462283
544,Massachusetts,3,Both,234,75 plus,689,Road injuries,1,Number,2017,74.19494128129395,2363.292975622182
544,Massachusetts,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,16.058917556810567,315.5445967809741
555,New York,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,93.68401069633596,6970.43920503155
555,New York,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,7.79449659919596,579.9395678588901
555,New York,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,155.6286963668506,11033.786718551744
555,New York,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,11.684478540054268,828.4079166515118
555,New York,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,484.26501846605333,26825.93661435745
555,New York,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,8.454486879077969,250.63804395222505
555,New York,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,511.49156635847913,35323.29678193904
555,New York,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,7.657498790747837,528.8222136655013
555,New York,3,Both,234,75 plus,689,Road injuries,1,Number,2017,224.95152842145163,6488.485581820004
555,New York,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,16.32215828738117,290.8224599540816
523,Alabama,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,88.09897207027002,6408.355927792348
523,Alabama,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,26.12389516808357,1900.2630169610006
523,Alabama,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,115.95353701346951,7986.1787815799125
523,Alabama,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,34.37509522740906,2367.5487888569837
523,Alabama,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,348.2060688358538,15355.259481611738
523,Alabama,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,24.157327131126063,570.1114607235328
523,Alabama,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,430.6849008756311,25615.002374064905
523,Alabama,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,27.355892097338042,1626.992819096584
523,Alabama,3,Both,234,75 plus,689,Road injuries,1,Number,2016,103.48763114076212,2526.657180525555
523,Alabama,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,32.814831952770206,510.42824340735064
526,Arkansas,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,46.22929845701139,3381.940294282758
526,Arkansas,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,22.245467280376424,1627.3844655162247
526,Arkansas,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,59.58346914705125,4133.338530136246
526,Arkansas,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,29.95271391914786,2077.8364921756024
526,Arkansas,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,197.51594046781946,9109.702993150051
526,Arkansas,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,22.920990397718203,567.7652460813783
526,Arkansas,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,235.94350001281128,14392.44233541785
526,Arkansas,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,24.80825975636458,1513.292156665292
526,Arkansas,3,Both,234,75 plus,689,Road injuries,1,Number,2016,67.10538985627946,1711.7192800835205
526,Arkansas,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,33.03669787284188,533.8658457759527
526,Arkansas,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,47.84968015190965,3496.460296279268
526,Arkansas,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,22.95788097640199,1677.572745854416
526,Arkansas,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,57.22216749733711,3969.618365437899
526,Arkansas,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,28.867011019053827,2002.5633789888677
526,Arkansas,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,196.34132634152905,9041.718139840792
526,Arkansas,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,22.645227474995043,562.3530122134332
526,Arkansas,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,234.65966051473865,14316.249835126378
526,Arkansas,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,24.551717024506228,1497.86509548828
526,Arkansas,3,Both,234,75 plus,689,Road injuries,1,Number,2017,67.42822223905036,1736.474854583673
526,Arkansas,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,32.56123043709508,533.5410076104545
542,Maine,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,14.823018963197306,1085.8120558038488
542,Maine,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,18.424285398315064,1349.6111186749906
542,Maine,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,18.13096154601608,1261.5760043581622
542,Maine,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,23.753447209534908,1652.7959062889422
542,Maine,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,59.01556092223744,3187.8131605056765
542,Maine,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,12.446849156253343,361.48455332141356
542,Maine,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,54.74920667478465,3619.2460621533023
542,Maine,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,13.630659121747092,901.0671084967123
542,Maine,3,Both,234,75 plus,689,Road injuries,1,Number,2017,27.90764064883143,717.0928641604188
542,Maine,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,26.259207309288538,424.43210850812505
571,West Virginia,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,22.057569859054567,1609.0974511028217
571,West Virginia,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,19.375570665191926,1413.445885935834
571,West Virginia,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,29.36618144032868,2033.618445270841
571,West Virginia,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,26.239071757323092,1817.0649943338383
571,West Virginia,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,120.99997541856409,5459.046787142265
571,West Virginia,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,19.884930056489523,483.7460798667773
571,West Virginia,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,113.81828581256805,6899.161661141808
571,West Virginia,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,19.84708430208779,1203.042570223751
571,West Virginia,3,Both,234,75 plus,689,Road injuries,1,Number,2017,41.9457148630085,1040.875062015641
571,West Virginia,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,28.760466015533925,453.318421016897
561,Pennsylvania,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,105.26874823686167,7753.062766219029
561,Pennsylvania,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,12.802424781477818,942.9009516410158
561,Pennsylvania,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,150.36474759577467,10548.543821693038
561,Pennsylvania,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,17.82889695252009,1250.7512818210082
561,Pennsylvania,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,505.23107977705627,26622.05147166423
561,Pennsylvania,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,12.587546449222426,355.72415092869664
561,Pennsylvania,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,511.7927109140563,33442.24465648829
561,Pennsylvania,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,12.655150753885529,826.9298070312899
561,Pennsylvania,3,Both,234,75 plus,689,Road injuries,1,Number,2017,219.64776181727618,6071.9887684000505
561,Pennsylvania,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,21.951741194950056,374.50324494836394
536,Illinois,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,96.76713364280398,7175.515457823748
536,Illinois,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,11.193929708809385,830.0567830793378
536,Illinois,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,122.87856451158308,8735.23101512459
536,Illinois,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,14.153549270261445,1006.1520742132973
536,Illinois,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,404.82272981732694,22681.34031592042
536,Illinois,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,10.836818383072988,325.97677425335917
536,Illinois,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,411.06499545531057,28495.84127533602
536,Illinois,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,9.472377725057676,656.6440225694597
536,Illinois,3,Both,234,75 plus,689,Road injuries,1,Number,2019,170.35757968314905,4995.081762066972
536,Illinois,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,19.704240211465898,364.34425778440664
552,New Hampshire,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,9.564163384775314,709.7939182436478
552,New Hampshire,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,11.455566978362642,850.1623659229874
552,New Hampshire,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,13.238493924629427,937.5560378798986
552,New Hampshire,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,16.215656432294914,1148.400013086055
552,New Hampshire,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,50.84172022816416,2939.351223540355
552,New Hampshire,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,10.869074765417485,338.1533544356349
552,New Hampshire,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,43.856101743288995,3055.554214547002
552,New Hampshire,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,10.62072139009153,739.9697810576522
552,New Hampshire,3,Both,234,75 plus,689,Road injuries,1,Number,2019,22.34154778944402,618.2045372768501
552,New Hampshire,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,23.00139465158591,408.8872484693179
559,Oklahoma,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,58.70280692777678,4293.114042444494
559,Oklahoma,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,21.89142327667516,1600.9860788057151
559,Oklahoma,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,69.1372450687926,4807.788119589175
559,Oklahoma,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,26.29573752650497,1828.5995392204577
559,Oklahoma,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,242.240643287592,10852.37453908922
559,Oklahoma,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,22.46604792163083,539.0700277779999
559,Oklahoma,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,271.32349649424464,16505.150275611213
559,Oklahoma,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,21.73932184264112,1322.4463731996766
559,Oklahoma,3,Both,234,75 plus,689,Road injuries,1,Number,2016,77.16462079242785,1918.354649822074
559,Oklahoma,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,31.40202144643861,493.9014141508709
558,Ohio,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,104.84809179599826,7717.485184937996
558,Ohio,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,13.48901436668546,992.8770924783206
558,Ohio,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,129.2383666175685,9091.307742530274
558,Ohio,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,17.0646296528328,1200.4159735729854
558,Ohio,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,494.7841183079874,24860.873374740288
558,Ohio,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,14.065694725794812,378.3592884160361
558,Ohio,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,477.3682285735674,30771.85634626185
558,Ohio,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,13.31648430919242,858.4001147796732
558,Ohio,3,Both,234,75 plus,689,Road injuries,1,Number,2017,179.0531218255324,4956.711212101196
558,Ohio,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,21.959079498957383,380.6524521399865
561,Pennsylvania,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,102.14113533202864,7536.319313755446
561,Pennsylvania,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,12.380531340103508,913.4775832447505
561,Pennsylvania,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,159.60581934664614,11190.218551220793
561,Pennsylvania,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,18.45174959147532,1293.6815927278794
561,Pennsylvania,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,508.48215307692266,26658.838276588405
561,Pennsylvania,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,12.793573029450513,358.04275761883235
561,Pennsylvania,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,517.0500279430469,33751.45951659268
561,Pennsylvania,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,12.81794327921953,836.7165076765303
561,Pennsylvania,3,Both,234,75 plus,689,Road injuries,1,Number,2016,221.691234396807,6029.074632386931
561,Pennsylvania,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,22.353773493687328,373.4787821432899
540,Kentucky,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,63.93620788093592,4669.4731518684775
540,Kentucky,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,21.494374334774044,1569.8053919517015
540,Kentucky,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,80.14977582983896,5548.650258529967
540,Kentucky,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,27.602355199381343,1910.8701643562792
540,Kentucky,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,277.7694552568408,12426.554779412132
540,Kentucky,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,20.978883147467048,503.24360722931846
540,Kentucky,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,298.6957944602331,18173.51708455589
540,Kentucky,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,20.823983995714084,1266.991487437942
540,Kentucky,3,Both,234,75 plus,689,Road injuries,1,Number,2017,88.95018356439073,2159.300659713683
540,Kentucky,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,31.490162287408904,488.69533751196656
568,Vermont,3,Both,8,15 to 19,689,Road injuries,1,Number,2019,4.914814722143038,362.26168707512375
568,Vermont,3,Both,8,15 to 19,689,Road injuries,3,Rate,2019,12.83007151534674,945.680277936777
568,Vermont,3,Both,9,20 to 24,689,Road injuries,1,Number,2019,8.199680315303368,572.4963225108435
568,Vermont,3,Both,9,20 to 24,689,Road injuries,3,Rate,2019,21.56544536362271,1505.685305918629
568,Vermont,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2019,25.318575726855023,1405.083839864088
568,Vermont,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2019,11.720091271175713,351.89463149408977
568,Vermont,3,Both,206,25 to 49,689,Road injuries,1,Number,2019,19.322332753884325,1350.7147021615638
568,Vermont,3,Both,206,25 to 49,689,Road injuries,3,Rate,2019,10.277322316548116,718.429318479886
568,Vermont,3,Both,234,75 plus,689,Road injuries,1,Number,2019,11.8927622781594,322.4724761988234
568,Vermont,3,Both,234,75 plus,689,Road injuries,3,Rate,2019,23.998415478989738,415.1475321376437
541,Louisiana,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,61.52803177336524,4494.810618397678
541,Louisiana,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,20.028539186757445,1463.1459517384073
541,Louisiana,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,86.58449881500562,5983.309467424959
541,Louisiana,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,28.307873086004733,1956.1788467475892
541,Louisiana,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,260.8618829369382,11952.669153942752
541,Louisiana,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,20.185047139810198,494.67200205637755
541,Louisiana,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,323.715903379121,19714.28991693438
541,Louisiana,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,21.640341950309075,1317.896249942185
541,Louisiana,3,Both,234,75 plus,689,Road injuries,1,Number,2017,70.71628143958412,1868.9691770319173
541,Louisiana,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,26.055812514959364,436.94848428633156
545,Michigan,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,87.94139768365974,6483.374693968467
545,Michigan,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,13.108365362216574,966.3986075636275
545,Michigan,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,110.86043789674441,7809.5807912047185
545,Michigan,3,Both,9,20 to 24,689,Road injuries,3,Rate,2016,16.51847953169203,1163.6468599444245
545,Michigan,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2016,400.22976580616074,20206.62404667773
545,Michigan,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2016,13.279379192956378,357.76357793429696
545,Michigan,3,Both,206,25 to 49,689,Road injuries,1,Number,2016,364.6879152903161,23763.18752838583
545,Michigan,3,Both,206,25 to 49,689,Road injuries,3,Rate,2016,12.224976274231226,796.5835761334824
545,Michigan,3,Both,234,75 plus,689,Road injuries,1,Number,2016,155.69559200354635,4050.930116316536
545,Michigan,3,Both,234,75 plus,689,Road injuries,3,Rate,2016,23.178117361714296,375.67118711263885
532,Florida,3,Both,8,15 to 19,689,Road injuries,1,Number,2017,206.4918954502826,15151.599499776983
532,Florida,3,Both,8,15 to 19,689,Road injuries,3,Rate,2017,16.577801919103674,1216.416822157412
532,Florida,3,Both,9,20 to 24,689,Road injuries,1,Number,2017,329.4495450530163,22849.21873817682
532,Florida,3,Both,9,20 to 24,689,Road injuries,3,Rate,2017,25.49645774758022,1768.3258297697475
532,Florida,3,Both,41,50 to 74 years,689,Road injuries,1,Number,2017,1070.8757469261031,53298.55892917777
532,Florida,3,Both,41,50 to 74 years,689,Road injuries,3,Rate,2017,16.570996204006395,447.2802888485951
532,Florida,3,Both,206,25 to 49,689,Road injuries,1,Number,2017,1188.5271557716744,74517.96628983166
532,Florida,3,Both,206,25 to 49,689,Road injuries,3,Rate,2017,18.224361557912953,1142.6262779368544
532,Florida,3,Both,234,75 plus,689,Road injuries,1,Number,2017,386.60292798688596,11620.714804030787
532,Florida,3,Both,234,75 plus,689,Road injuries,3,Rate,2017,21.51948182002328,404.2278020524212
524,Alaska,3,Both,8,15 to 19,689,Road injuries,1,Number,2016,6.97663918941906,514.2774028086419
524,Alaska,3,Both,8,15 to 19,689,Road injuries,3,Rate,2016,13.958195161133531,1028.9172423092798
524,Alaska,3,Both,9,20 to 24,689,Road injuries,1,Number,2016,10.14335205809647,712.1192233350829
